    1     1.0000   -463.46312
    2     1.0500   -464.81409
    3     1.1000   -465.87645
    4     1.1500   -466.70901
    5     1.2000   -467.83806
    6     1.2500   -468.30516
    7     1.3000   -468.65679
    8     1.3500   -468.91834
    9     1.4000   -469.10996
   10     1.4500   -469.24753
   11     1.5000   -469.34352
   12     1.5500   -469.40770
   13     1.6000   -469.44765
   14     1.6500   -469.46922
   15     1.7000   -469.47697
   16     1.7500   -469.47438
   17     1.8000   -469.46414
   18     1.8500   -469.44835
   19     1.9000   -469.42865
   20     1.9500   -469.40632
   21     2.0000   -469.38235
   22     2.0500   -469.35753
   23     2.1000   -469.33246
   24     2.1500   -469.30764
   25     2.2000   -469.28346
   26     2.2500   -469.26018
   27     2.3000   -469.23797
   28     2.3500   -469.21696
   29     2.4000   -469.19717
   30     2.4500   -469.17860
   31     2.5000   -469.16122
   32     2.5500   -469.14498
   33     2.6000   -469.12982
   34     2.6500   -469.11566
   35     2.7000   -469.10244
   36     2.7500   -469.09011
   37     2.8000   -469.07862
   38     2.8500   -469.06788
   39     2.9000   -469.05786
   40     2.9500   -469.04850
   41     3.0000   -469.03976
   42     3.0500   -469.03161
   43     3.1000   -469.02400
   44     3.1500   -469.01687
   45     3.2000   -469.01021
   46     3.2500   -469.00398
   47     3.3000   -468.99815
   48     3.3500   -468.99270
   49     3.4000   -468.98758
   50     3.4500   -468.98278
   51     3.5000   -468.97828
   52     3.5500   -468.97406
   53     3.6000   -468.97010
   54     3.6500   -468.96639
   55     3.7000   -468.96291
   56     3.7500   -468.95964
   57     3.8000   -468.95658
   58     3.8500   -468.95371
   59     3.9000   -468.95104
   60     3.9500   -468.94853
   61     4.0000   -468.94620
   62     4.0500   -468.94403
   63     4.1000   -468.94200
   64     4.1500   -468.94012
   65     4.2000   -468.93838
   66     4.2500   -468.93677
   67     4.3000   -468.93527
   68     4.3500   -468.93390
   69     4.4000   -468.93264
   70     4.4500   -468.93147
   71     4.5000   -468.93041
   72     4.5500   -468.92944
   73     4.6000   -468.92855
   74     4.6500   -468.92774
   75     4.7000   -468.92701
   76     4.7500   -468.92635
   77     4.8000   -468.92575
   78     4.8500   -468.92521
   79     4.9000   -468.92473
   80     4.9500   -468.92430
   81     5.0000   -468.92392
   82     5.0500   -468.92359
   83     5.1000   -468.92330
   84     5.1500   -468.92304
   85     5.2000   -468.92282
   86     5.2500   -468.92263
   87     5.3000   -468.92247
   88     5.3500   -468.92234
   89     5.4000   -468.92223
   90     5.4500   -468.92215
   91     5.5000   -468.92210
   92     5.5500   -468.92206
   93     5.6000   -468.92204
   94     5.6500   -468.92205
   95     5.7000   -468.92206
   96     5.7500   -468.92209
   97     5.8000   -468.92214
   98     5.8500   -468.92220
   99     5.9000   -468.92227
  100     5.9500   -468.92235
  101     6.0000   -468.92245
  102     6.0500   -468.92255
  103     6.1000   -468.92267
  104     6.1500   -468.92279
  105     6.2000   -468.92292
  106     6.2500   -468.92306
  107     6.3000   -468.92320
  108     6.3500   -468.92336
  109     6.4000   -468.92351
  110     6.4500   -468.92368
  111     6.5000   -468.92384
  112     6.5500   -468.92402
  113     6.6000   -468.92419
  114     6.6500   -468.92438
  115     6.7000   -468.92456
  116     6.7500   -468.92475
  117     6.8000   -468.92494
  118     6.8500   -468.92514
  119     6.9000   -468.92533
  120     6.9500   -468.92553
  121     7.0000   -468.92573
  122     7.0500   -468.92593
  123     7.1000   -468.92613
  124     7.1500   -468.92634
  125     7.2000   -468.92654
  126     7.2500   -468.92675
  127     7.3000   -468.92696
  128     7.3500   -468.92716
  129     7.4000   -468.92737
  130     7.4500   -468.92758
  131     7.5000   -468.92779
  132     7.5500   -468.92800
  133     7.6000   -468.92820
  134     7.6500   -468.92841
  135     7.7000   -468.92862
  136     7.7500   -468.92882
  137     7.8000   -468.92903
  138     7.8500   -468.92923
  139     7.9000   -468.92943
  140     7.9500   -468.92964
  141     8.0000   -468.92984
  142     8.0500   -468.93004
  143     8.1000   -468.93024
  144     8.1500   -468.93044
  145     8.2000   -468.93064
  146     8.2500   -468.93083
  147     8.3000   -468.93103
  148     8.3500   -468.93122
  149     8.4000   -468.93142
  150     8.4500   -468.93161
  151     8.5000   -468.93180
  152     8.5500   -468.93198
  153     8.6000   -468.93217
  154     8.6500   -468.93236
  155     8.7000   -468.93254
  156     8.7500   -468.93272
  157     8.8000   -468.93290
  158     8.8500   -468.93308
  159     8.9000   -468.93326
  160     8.9500   -468.93344
  161     9.0000   -468.93362
  162     9.0500   -468.93379
  163     9.1000   -468.93397
  164     9.1500   -468.93414
  165     9.2000   -468.93431
  166     9.2500   -468.93448
  167     9.3000   -468.93465
  168     9.3500   -468.93481
  169     9.4000   -468.93498
  170     9.4500   -468.93514
  171     9.5000   -468.93530
  172     9.5500   -468.93546
  173     9.6000   -468.93562
  174     9.6500   -468.93578
  175     9.7000   -468.93594
  176     9.7500   -468.93610
  177     9.8000   -468.93625
  178     9.8500   -468.93641
  179     9.9000   -468.93656
  180     9.9500   -468.93671
  181    10.0000   -468.93686
