    1     1.0000   -462.23694
    2     1.0500   -463.56028
    3     1.1000   -464.59096
    4     1.1500   -465.38786
    5     1.2000   -465.99941
    6     1.2500   -466.51106
    7     1.3000   -466.84016
    8     1.3500   -467.12524
    9     1.4000   -467.30572
   10     1.4500   -467.43522
   11     1.5000   -467.52570
   12     1.5500   -467.58644
   13     1.6000   -467.62461
   14     1.6500   -467.64570
   15     1.7000   -467.65423
   16     1.7500   -467.65296
   17     1.8000   -467.64474
   18     1.8500   -467.63159
   19     1.9000   -467.61512
   20     1.9500   -467.59657
   21     2.0000   -467.57688
   22     2.0500   -467.55673
   23     2.1000   -467.53669
   24     2.1500   -467.51726
   25     2.2000   -467.49881
   26     2.2500   -467.48163
   27     2.3000   -467.46589
   28     2.3500   -467.45167
   29     2.4000   -467.43897
   30     2.4500   -467.42770
   31     2.5000   -467.41776
   32     2.5500   -467.40906
   33     2.6000   -467.40149
   34     2.6500   -467.39504
   35     2.7000   -467.38936
   36     2.7500   -467.38460
   37     2.8000   -467.38068
   38     2.8500   -467.37754
   39     2.9000   -467.37512
   40     2.9500   -467.37341
   41     3.0000   -467.37237
   42     3.0500   -467.37198
   43     3.1000   -467.37219
   44     3.1500   -467.37297
   45     3.2000   -467.37431
   46     3.2500   -467.37617
   47     3.3000   -467.37907
   48     3.3500   -467.38206
   49     3.4000   -467.38552
   50     3.4500   -467.38942
   51     3.5000   -467.39374
   52     3.5500   -467.39849
   53     3.6000   -467.40365
   54     3.6500   -467.40922
   55     3.7000   -467.41520
   56     3.7500   -467.42159
   57     3.8000   -467.42837
   58     3.8500   -467.43555
   59     3.9000   -467.44312
   60     3.9500   -467.45108
   61     4.0000   -467.45943
   62     4.0500   -467.47013
   63     4.1000   -467.47903
   64     4.1500   -467.48813
   65     4.2000   -467.49738
   66     4.2500   -467.50676
   67     4.3000   -467.51624
   68     4.3500   -467.52579
   69     4.4000   -467.53539
   70     4.4500   -467.54501
   71     4.5000   -467.55465
   72     4.5500   -467.56429
   73     4.6000   -467.57391
   74     4.6500   -467.58350
   75     4.7000   -467.59306
   76     4.7500   -467.60256
   77     4.8000   -467.61201
   78     4.8500   -467.62139
   79     4.9000   -467.63070
   80     4.9500   -467.63994
   81     5.0000   -467.64909
   82     5.0500   -467.65816
   83     5.1000   -467.66714
   84     5.1500   -467.67602
   85     5.2000   -467.68481
   86     5.2500   -467.69351
   87     5.3000   -467.70209
   88     5.3500   -467.71056
   89     5.4000   -467.71891
   90     5.4500   -467.72714
   91     5.5000   -467.73524
   92     5.5500   -467.74321
   93     5.6000   -467.75106
   94     5.6500   -467.75878
   95     5.7000   -467.76637
   96     5.7500   -467.77384
   97     5.8000   -467.78119
   98     5.8500   -467.78842
   99     5.9000   -467.79553
  100     5.9500   -467.80253
  101     6.0000   -467.80941
  102     6.0500   -467.81618
  103     6.1000   -467.82285
  104     6.1500   -467.82940
  105     6.2000   -467.83586
  106     6.2500   -467.84221
  107     6.3000   -467.84846
  108     6.3500   -467.85461
  109     6.4000   -467.86067
  110     6.4500   -467.86663
  111     6.5000   -467.87251
  112     6.5500   -467.87829
  113     6.6000   -467.88400
  114     6.6500   -467.88962
  115     6.7000   -467.89516
  116     6.7500   -467.90062
  117     6.8000   -467.90600
  118     6.8500   -467.91131
  119     6.9000   -467.91655
  120     6.9500   -467.92172
  121     7.0000   -467.92682
  122     7.0500   -467.93185
  123     7.1000   -467.93682
  124     7.1500   -467.94173
  125     7.2000   -467.94658
  126     7.2500   -467.95137
  127     7.3000   -467.95611
  128     7.3500   -467.96079
  129     7.4000   -467.96541
  130     7.4500   -467.96998
  131     7.5000   -467.97451
  132     7.5500   -467.97898
  133     7.6000   -467.98341
  134     7.6500   -467.98778
  135     7.7000   -467.99211
  136     7.7500   -467.99639
  137     7.8000   -468.00063
  138     7.8500   -468.00484
  139     7.9000   -468.00900
  140     7.9500   -468.01312
  141     8.0000   -468.01720
  142     8.0500   -468.02151
  143     8.1000   -468.02555
  144     8.1500   -468.02956
  145     8.2000   -468.03354
  146     8.2500   -468.03749
  147     8.3000   -468.04141
  148     8.3500   -468.04530
  149     8.4000   -468.04916
  150     8.4500   -468.05299
  151     8.5000   -468.05679
  152     8.5500   -468.06055
  153     8.6000   -468.06428
  154     8.6500   -468.06798
  155     8.7000   -468.07165
  156     8.7500   -468.07529
  157     8.8000   -468.07890
  158     8.8500   -468.08248
  159     8.9000   -468.08603
  160     8.9500   -468.08955
  161     9.0000   -468.09304
  162     9.0500   -468.09650
  163     9.1000   -468.09994
  164     9.1500   -468.10333
  165     9.2000   -468.10670
  166     9.2500   -468.11004
  167     9.3000   -468.11337
  168     9.3500   -468.11664
  169     9.4000   -468.11990
  170     9.4500   -468.12316
  171     9.5000   -468.12638
  172     9.5500   -468.12954
  173     9.6000   -468.13267
  174     9.6500   -468.13578
  175     9.7000   -468.13886
  176     9.7500   -468.14192
  177     9.8000   -468.14494
  178     9.8500   -468.14795
  179     9.9000   -468.15092
  180     9.9500   -468.15386
  181    10.0000   -468.15676
